"Agency","Subagency","accountID","Title","Obligation"
"Department of Homeland Security","U.S. Immigration and Customs Enforcement",2096,"Operations and Support, U.S. Immigration and Customs Enforcement, Homeland Security",3383668330.27
"Department of Homeland Security","U.S. Immigration and Customs Enforcement",2082,"Immigration and Customs Enforcement, Border and Transportation Security, Homeland Security",0
"Department of Homeland Security","U.S. Immigration and Customs Enforcement",2163,"Student and Exchange Visitor Program, Border and Transportation Security, Homeland Security",74571252.33
"Department of Homeland Security","U.S. Immigration and Customs Enforcement",2208,"Violent Crime Reduction Program, Immigration Services, Homeland Security",0
"Department of Homeland Security","U.S. Immigration and Customs Enforcement",2162,"Breach Bond/Detention Fund, Border and Transportation Security, Homeland Security",21237992.32
"Department of Homeland Security","U.S. Immigration and Customs Enforcement",2164,"Immigration User Fee Account, BICE, Homeland Security",85371593.39
"Department of Homeland Security","U.S. Immigration and Customs Enforcement",2171,"Detention and Removal Operations, U.S. Immigration and Customs Enforcement, Homeland Security",0
"Department of Homeland Security","U.S. Immigration and Customs Enforcement",2099,"Automation Modernization, U.S. Immigration and Customs Enforcement, Homeland Security",8009818.81
"Department of Homeland Security","U.S. Immigration and Customs Enforcement",2101,"Procurement, Construction, and Improvements, U.S. Immigration and Customs Enforcement, Homeland Security",2303917.52
"Department of Homeland Security","Transportation Security Administration",2103,"Operations and Support, Transportation Security Administration, Homeland Security",3242023331.6
"Department of Homeland Security","Transportation Security Administration",2084,"Expenses, Transportation Security Administration, Border and Transportation Security, Homeland Security",0
"Department of Homeland Security","Transportation Security Administration",2097,"Federal Air Marshals, Transportation Security Administration, Homeland Security",17515.26
"Department of Homeland Security","Transportation Security Administration",2167,"Unclaimed Checkpoint Money, Transportation Security Administration, Homeland Security",32483.5
"Department of Homeland Security","Transportation Security Administration",2173,"Airport Checkpoint Screening Fund, Transportation Security Administration, Homeland Security",93017.22
"Department of Homeland Security","Transportation Security Administration",2104,"Surface Transportation Security, Transportation Security Administration, Homeland Security",470717.17
"Department of Homeland Security","Transportation Security Administration",2108,"Intelligence and Vetting , Transportation Security Administration, Homeland Security",24624449.06
"Department of Homeland Security","Transportation Security Administration",2106,"Transportation Security Support, Transportation Security Administration, Homeland Security",10485794.8
"Department of Homeland Security","Transportation Security Administration",2105,"Research and Development, Transportation Security Administration, Border and Transportation Security, Homeland Security",0
"Department of Homeland Security","Transportation Security Administration",2074,"Procurement, Construction, and Improvements, Transportation Security Administration, Homeland Security",34564697.99
"Department of Homeland Security","Transportation Security Administration",2165,"Aviation Security Capital Fund, Transportation Security Administration, Homeland Security",14432260.5
"Department of Homeland Security","Transportation Security Administration",2142,"Research and Development,Transportation Security Administration, Homeland Security",0
"Department of Homeland Security","United States Coast Guard",2117,"Operating Expenses, United States Coast Guard, Homeland Security",3334290689.59
"Department of Homeland Security","United States Coast Guard",2118,"Environmental Complaince and Restoration, Coast Guard, Homeland Security",4725324.36
"Department of Homeland Security","United States Coast Guard",2119,"Reserve Training, Coast Guard, Homeland Security",49544367
